session_id,Admin_Unit_Code,park_name,habitat,is_shared_park,Plot_Name,Site_Name,Date,Visit,Observer,month,month_name,week,day_of_season,start_hour,time_band,session_duration_min,Temperature,Humidity,temp_band,humidity_band,Sky,Wind,Disturbance,species_per_session,sightings_per_session,at_risk_sightings,flyovers,pct_at_risk_per_session,has_at_risk
ANTI-0087|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0087,,2018-06-26,2,Kimberly Serno,2018-06,June,26,50,7,Mid (7-8am),10.0,18.8999996185303,73.6999969482422,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,12,16,0,2,0.0,False
ANTI-0087|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0087,,2018-07-17,3,Brian Swimelar,2018-07,July,29,71,7,Mid (7-8am),10.0,29.1000003814697,65.8000030517578,25-30C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,4,6,0,2,0.0,False
ANTI-0088|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0088,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,7,Mid (7-8am),10.0,24.5,58.2999992370605,20-25C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,11,12,0,0,0.0,False
ANTI-0088|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0088,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,7,Mid (7-8am),10.0,23.8999996185303,68.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,8,10,0,0,0.0,False
ANTI-0088|2018-07-13|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0088,,2018-07-13,3,Kimberly Serno,2018-07,July,28,67,8,Mid (7-8am),10.0,27.7999992370605,67.5,25-30C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,11,15,0,0,0.0,False
ANTI-0089|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0089,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,6,Early (5-6am),10.0,14.1000003814697,79.9000015258789,<15C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,9,13,0,1,0.0,False
ANTI-0089|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0089,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,9,Late (9-10am),10.0,29.8999996185303,47.0,25-30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,10,12,0,1,0.0,False
ANTI-0089|2018-07-13|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0089,,2018-07-13,3,Kimberly Serno,2018-07,July,28,67,6,Early (5-6am),10.0,21.0,73.1999969482422,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,15,19,0,0,0.0,False
ANTI-0090|2018-05-22|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0090,,2018-05-22,1,Kimberly Serno,2018-05,May,21,15,7,Mid (7-8am),10.0,21.3999996185303,74.1999969482422,20-25C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,10,13,0,0,0.0,False
ANTI-0090|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0090,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,7,Mid (7-8am),10.0,24.6000003814697,57.4000015258789,20-25C,40-60%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,7,9,0,1,0.0,False
ANTI-0090|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0090,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,8,Mid (7-8am),10.0,23.8999996185303,92.6999969482422,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,10,12,0,1,0.0,False
ANTI-0091|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0091,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,6,Early (5-6am),10.0,12.8999996185303,83.3000030517578,<15C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,14,17,0,0,0.0,False
ANTI-0091|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0091,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,8,Mid (7-8am),10.0,24.2999992370605,52.4000015258789,20-25C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,9,11,0,0,0.0,False
ANTI-0091|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0091,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,8,Mid (7-8am),10.0,23.7000007629395,88.4000015258789,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,13,14,1,1,7.14,True
ANTI-0092|2018-05-24|V1,ANTI,Antietam National Battlefield,Forest,True,ANTI-0092,ANTI 1,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,7,Mid (7-8am),10.0,14.0,87.4000015258789,<15C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,13,17,0,0,0.0,False
ANTI-0092|2018-06-26|V2,ANTI,Antietam National Battlefield,Forest,True,ANTI-0092,ANTI 1,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,10,Late (9-10am),10.0,29.6000003814697,49.5999984741211,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,9,11,1,1,9.09,True
ANTI-0101|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0101,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,8,Mid (7-8am),10.0,21.8999996185303,65.4000015258789,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,11,0,0,0.0,False
ANTI-0101|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0101,,2018-06-26,2,Kimberly Serno,2018-06,June,26,50,7,Mid (7-8am),10.0,19.7000007629395,73.4000015258789,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,9,12,0,0,0.0,False
ANTI-0101|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0101,,2018-07-17,3,Brian Swimelar,2018-07,July,29,71,7,Mid (7-8am),10.0,25.3999996185303,76.9000015258789,25-30C,60-80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,5,6,0,2,0.0,False
ANTI-0102|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0102,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,8,Mid (7-8am),10.0,22.1000003814697,63.9000015258789,20-25C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,12,14,0,2,0.0,False
ANTI-0102|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0102,,2018-06-26,2,Kimberly Serno,2018-06,June,26,50,7,Mid (7-8am),10.0,19.3999996185303,70.4000015258789,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,7,9,0,0,0.0,False
ANTI-0102|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0102,,2018-07-17,3,Brian Swimelar,2018-07,July,29,71,7,Mid (7-8am),10.0,30.1000003814697,65.8000030517578,>30C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,9,10,0,2,0.0,False
ANTI-0103|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0103,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,5,Early (5-6am),10.0,15.6000003814697,72.5999984741211,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,14,0,0,0.0,False
ANTI-0103|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0103,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,7,Mid (7-8am),10.0,23.8999996185303,68.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,9,12,0,1,0.0,False
ANTI-0103|2018-07-13|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0103,,2018-07-13,3,Kimberly Serno,2018-07,July,28,67,6,Early (5-6am),10.0,19.2000007629395,74.1999969482422,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,13,0,1,0.0,False
ANTI-0104|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0104,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,6,Early (5-6am),10.0,13.8000001907349,81.1999969482422,<15C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,7,8,0,2,0.0,False
ANTI-0104|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0104,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,9,Late (9-10am),10.0,31.2000007629395,50.2999992370605,>30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,7,8,0,0,0.0,False
ANTI-0104|2018-07-13|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0104,,2018-07-13,3,Kimberly Serno,2018-07,July,28,67,6,Early (5-6am),10.0,20.1000003814697,73.0,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,12,13,0,0,0.0,False
ANTI-0105|2018-05-22|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0105,,2018-05-22,1,Kimberly Serno,2018-05,May,21,15,6,Early (5-6am),10.0,21.2000007629395,72.3000030517578,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,15,18,0,1,0.0,False
ANTI-0105|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0105,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,7,Mid (7-8am),10.0,20.1000003814697,80.6999969482422,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,13,14,0,1,0.0,False
ANTI-0105|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0105,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,8,Mid (7-8am),10.0,24.5,91.5,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,12,15,0,1,0.0,False
ANTI-0106|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0106,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,6,Early (5-6am),10.0,14.3000001907349,71.6999969482422,<15C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,10,0,0,0.0,False
ANTI-0106|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0106,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,8,Mid (7-8am),10.0,28.5,55.9000015258789,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,9,0,0,0.0,False
ANTI-0106|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0106,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,7,Mid (7-8am),10.0,23.5,87.0999984741211,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,10,13,0,1,0.0,False
ANTI-0107|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0107,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,7,Mid (7-8am),10.0,16.2000007629395,90.5,15-20C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,11,16,0,0,0.0,False
ANTI-0107|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0107,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,9,Late (9-10am),10.0,31.2000007629395,43.0,>30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,7,0,1,0.0,False
ANTI-0107|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0107,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,7,Mid (7-8am),10.0,22.7999992370605,89.4000015258789,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,14,0,0,0.0,False
ANTI-0108|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0108,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,7,Mid (7-8am),10.0,14.3999996185303,89.5999984741211,<15C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,11,13,0,0,0.0,False
ANTI-0108|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0108,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,10,Late (9-10am),10.0,26.5,66.0999984741211,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Serious effect on count,8,10,0,0,0.0,False
ANTI-0108|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0108,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,7,Mid (7-8am),10.0,22.6000003814697,86.8000030517578,20-25C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,14,18,1,0,5.56,True
ANTI-0113|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0113,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,8,Mid (7-8am),10.0,26.1000003814697,60.2000007629395,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,12,0,2,0.0,False
ANTI-0113|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0113,,2018-06-26,2,Kimberly Serno,2018-06,June,26,50,8,Mid (7-8am),10.0,21.2000007629395,65.1999969482422,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,9,11,0,2,0.0,False
ANTI-0113|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0113,,2018-07-17,3,Brian Swimelar,2018-07,July,29,71,5,Early (5-6am),30.0,26.5,70.0999984741211,25-30C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,6,10,0,0,0.0,False
ANTI-0114|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0114,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,9,Late (9-10am),10.0,26.7000007629395,42.0999984741211,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,10,13,0,1,0.0,False
ANTI-0114|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0114,,2018-06-26,2,Kimberly Serno,2018-06,June,26,50,8,Mid (7-8am),10.0,20.6000003814697,64.0999984741211,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,10,12,0,0,0.0,False
ANTI-0114|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0114,,2018-07-17,3,Brian Swimelar,2018-07,July,29,71,5,Early (5-6am),10.0,26.5,74.3000030517578,25-30C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,7,11,0,0,0.0,False
ANTI-0115|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0115,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,5,Early (5-6am),10.0,18.8999996185303,64.4000015258789,15-20C,60-80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,9,13,0,1,0.0,False
ANTI-0115|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0115,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,7,Mid (7-8am),10.0,23.8999996185303,68.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,12,16,0,3,0.0,False
ANTI-0115|2018-07-13|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0115,,2018-07-13,3,Kimberly Serno,2018-07,July,28,67,5,Early (5-6am),10.0,20.7000007629395,67.6999969482422,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,13,15,0,0,0.0,False
ANTI-0116|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0116,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,5,Early (5-6am),10.0,18.1000003814697,68.0999984741211,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,12,16,0,0,0.0,False
ANTI-0116|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0116,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,10,Late (9-10am),10.0,30.5,47.5999984741211,>30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,6,8,0,2,0.0,False
ANTI-0116|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0116,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,9,Late (9-10am),10.0,25.1000003814697,93.3000030517578,25-30C,>80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,No effect on count,7,8,0,0,0.0,False
ANTI-0117|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0117,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,5,Early (5-6am),10.0,15.3999996185303,67.9000015258789,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,13,0,0,0.0,False
ANTI-0117|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0117,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,6,Early (5-6am),10.0,15.3000001907349,85.0,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,8,9,0,0,0.0,False
ANTI-0117|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0117,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,9,Late (9-10am),10.0,24.7999992370605,92.5,20-25C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,9,9,0,0,0.0,False
ANTI-0118|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0118,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,8,Mid (7-8am),10.0,22.3999996185303,80.6999969482422,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,11,13,0,1,0.0,False
ANTI-0118|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0118,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,9,Late (9-10am),10.0,29.6000003814697,49.0999984741211,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,6,7,0,0,0.0,False
ANTI-0118|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0118,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,6,Early (5-6am),10.0,21.5,88.1999969482422,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,11,16,0,3,0.0,False
ANTI-0119|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0119,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,8,Mid (7-8am),10.0,18.1000003814697,91.0,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,14,16,0,0,0.0,False
ANTI-0119|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0119,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,9,Late (9-10am),10.0,29.7999992370605,48.0,25-30C,40-60%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,5,5,0,0,0.0,False
ANTI-0119|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0119,,2018-07-17,3,Elizabeth Oswald,2018-07,July,29,71,7,Mid (7-8am),10.0,21.8999996185303,91.5999984741211,20-25C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,14,15,1,1,6.67,True
ANTI-0124|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0124,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,9,Late (9-10am),10.0,29.5,39.9000015258789,25-30C,<40%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,16,17,0,0,0.0,False
ANTI-0124|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0124,,2018-06-26,2,Kimberly Serno,2018-06,June,26,50,8,Mid (7-8am),10.0,24.6000003814697,58.5,20-25C,40-60%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,8,11,0,0,0.0,False
ANTI-0124|2018-07-17|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0124,,2018-07-17,3,Brian Swimelar,2018-07,July,29,71,6,Early (5-6am),10.0,26.7000007629395,64.1999969482422,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,10,0,4,0.0,False
ANTI-0125|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0125,,2018-05-24,1,Elizabeth Oswald,2018-05,May,21,17,9,Late (9-10am),10.0,26.0,32.9000015258789,25-30C,<40%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,12,13,0,2,0.0,False
ANTI-0125|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0125,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,6,Early (5-6am),10.0,23.8999996185303,68.5999984741211,20-25C,60-80%,Cloudy/Overcast,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,7,10,0,1,0.0,False
ANTI-0125|2018-07-13|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0125,,2018-07-13,3,Kimberly Serno,2018-07,July,28,67,5,Early (5-6am),10.0,21.3999996185303,62.7000007629395,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,11,0,1,0.0,False
ANTI-0126|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0126,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,9,Late (9-10am),10.0,28.7999992370605,68.3000030517578,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,11,13,0,1,0.0,False
ANTI-0126|2018-06-25|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0126,,2018-06-25,2,Brian Swimelar,2018-06,June,26,49,10,Late (9-10am),10.0,29.0,47.9000015258789,25-30C,40-60%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,8,11,0,2,0.0,False
ANTI-0126|2018-07-19|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0126,,2018-07-19,3,Elizabeth Oswald,2018-07,July,29,73,7,Mid (7-8am),10.0,18.7999992370605,82.6999969482422,15-20C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,9,14,0,0,0.0,False
ANTI-0127|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0127,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,9,Late (9-10am),10.0,28.8999996185303,56.5,25-30C,40-60%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,12,15,0,0,0.0,False
ANTI-0127|2018-06-26|V2,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0127,,2018-06-26,2,Brian Swimelar,2018-06,June,26,50,6,Early (5-6am),10.0,14.6999998092651,84.0,<15C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,7,8,0,1,0.0,False
ANTI-0127|2018-07-19|V3,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0127,,2018-07-19,3,Elizabeth Oswald,2018-07,July,29,73,7,Mid (7-8am),10.0,19.2000007629395,79.0999984741211,15-20C,60-80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,13,16,0,1,0.0,False
ANTI-0128|2018-05-24|V1,ANTI,Antietam National Battlefield,Grassland,True,ANTI-0128,,2018-05-24,1,Kimberly Serno,2018-05,May,21,17,8,Mid (7-8am),10.0,22.7999992370605,76.0,20-25C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,13,15,0,0,0.0,False
